Date;SE1 [MWh];SE2 [MWh];SE3 [MWh];SE4 [MWh]
1971-01-02;12254;40570;9390;1526
1971-01-03;13716;43531;9125;1473
1971-01-04;11223;37857;9700;1630
1971-01-05;10941;36254;9489;1573
1971-01-06;11509;35052;8581;1331
1971-01-07;16331;53017;11992;1851
1971-01-08;16634;43986;9233;1357
1971-01-09;14012;54352;9933;1338
1971-01-10;27824;96745;11207;1387
1971-01-11;16556;140924;11641;1427
1971-01-12;18951;146319;11618;1409
1971-01-13;16543;124568;11374;1377
1971-01-14;16924;102462;10922;1351
1971-01-15;15056;98476;10863;1350
1971-01-16;15997;82399;10213;1396
1971-01-17;14625;77475;11423;1325
1971-01-18;21970;73337;9747;1291
1971-01-19;19031;61577;11122;1553
1971-01-20;16258;57166;12007;1487
1971-01-21;12356;53555;10246;1320
1971-01-22;12736;59459;15701;1664
1971-01-23;28383;56042;12549;1731
1971-01-24;23532;61032;18572;2002
1971-01-25;15704;48473;17101;2290
1971-01-26;11241;49097;19258;2159
1971-01-27;10158;42801;16852;1953
1971-01-28;9735;41188;16371;1960
1971-01-29;9350;41589;15632;1855
1971-01-30;12425;38671;15905;1771
1971-01-31;11064;44988;24034;2009
1971-02-01;8806;37418;13676;1702
1971-02-02;19077;48686;13385;1789
1971-02-03;20783;50440;12488;1602
1971-02-04;28540;57658;12837;1587
1971-02-05;18293;66752;13632;1560
1971-02-06;12796;48448;13310;1530
1971-02-07;8873;64108;12856;1502
1971-02-08;7883;44869;12410;1479
1971-02-09;13369;47220;11784;1505
1971-02-10;9656;38432;11523;1438
1971-02-11;9561;36994;11136;1393
1971-02-12;17646;37548;13076;2030
1971-02-13;22645;42346;13591;2091
1971-02-14;19317;35612;12426;1939
1971-02-15;15599;34592;12126;1687
1971-02-16;15234;36888;12127;1631
1971-02-17;23034;35811;15427;1777
1971-02-18;18610;34519;15115;1973
1971-02-19;10694;31913;12842;1620
1971-02-20;10783;30052;11732;1586
1971-02-21;12118;38530;14752;1767
1971-02-22;19068;39376;11893;1623
1971-02-23;12604;40637;11963;1644
1971-02-24;10036;33253;11059;1633
1971-02-25;7964;26857;10713;1550
1971-02-26;7013;25791;10918;1576
1971-02-27;6787;24940;10164;1472
1971-02-28;6575;24798;9955;1434
1971-03-01;6377;26598;9872;1482
1971-03-02;6184;23594;9354;1427
1971-03-03;6010;22634;8716;1328
1971-03-04;6525;22053;8408;1277
1971-03-05;9505;22524;8194;1245
1971-03-06;9211;28286;8094;1168
1971-03-07;8429;27103;8185;1125
1971-03-08;8759;37358;8261;1120
1971-03-09;7233;25685;8035;1405
1971-03-10;6744;23579;10907;2064
1971-03-11;6375;22607;7683;1196
1971-03-12;5122;23553;8979;1361
1971-03-13;6304;26086;10331;1332
1971-03-14;5496;22810;7266;1198
1971-03-15;6720;27632;11418;1276
1971-03-16;17275;28314;9926;1436
1971-03-17;7489;21108;13781;1943
1971-03-18;5396;19615;11821;2070
1971-03-19;5271;21986;14983;1884
1971-03-20;4761;24632;11838;2103
1971-03-21;9643;23404;11431;1909
1971-03-22;5242;18110;10041;1972
1971-03-23;5901;17881;9405;1942
1971-03-24;8328;22963;11004;2485
1971-03-25;10833;26821;9392;2449
1971-03-26;5145;23060;11073;2311
1971-03-27;4496;18130;11134;2326
1971-03-28;4978;17280;9463;2194
1971-03-29;4666;16737;9008;2077
1971-03-30;4740;17853;8976;1938
1971-03-31;4407;18028;8803;1832
1971-04-01;5888;19746;10873;1932
1971-04-02;7011;20646;14837;1744
1971-04-03;4354;19372;10957;1761
1971-04-04;5238;19151;11227;1802
1971-04-05;4226;18504;10987;1715
1971-04-06;3706;17796;12287;2104
1971-04-07;3627;17928;12694;1942
1971-04-08;3992;18271;12034;1759
1971-04-09;4222;20292;14523;1674
1971-04-10;5470;26036;15568;1600
1971-04-11;7392;34399;17643;1523
1971-04-12;6182;27793;19105;1454
1971-04-13;4194;26599;19105;1395
1971-04-14;3829;27316;18834;1345
1971-04-15;6558;32002;18917;1312
1971-04-16;10600;34903;20195;1668
1971-04-17;43488;45576;23146;1794
1971-04-18;35018;44233;23164;1392
1971-04-19;13723;45386;24522;1306
1971-04-20;8158;60593;28089;1245
1971-04-21;7448;64248;31353;1190
1971-04-22;5923;64294;32580;1138
1971-04-23;5403;59029;31060;1095
1971-04-24;5961;54719;28964;1053
1971-04-25;4687;48718;26617;1028
1971-04-26;4877;44957;24352;1013
1971-04-27;5487;44976;24055;974
1971-04-28;10942;40814;20985;1400
1971-04-29;4849;37543;19486;1964
1971-04-30;4523;37311;18039;1107
1971-05-01;7503;41207;17204;1088
1971-05-02;4820;52823;19262;1055
1971-05-03;4072;59550;22283;1106
1971-05-04;4655;77964;26480;979
1971-05-05;9520;109526;33237;932
1971-05-06;8689;147623;41314;891
1971-05-07;10598;190189;48526;852
1971-05-08;15668;245775;55165;812
1971-05-09;22427;310770;61060;771
1971-05-10;37541;395979;67803;726
1971-05-11;53711;472700;73816;684
1971-05-12;74130;505486;77123;1288
1971-05-13;80679;488136;75070;811
1971-05-14;76480;439494;70603;632
1971-05-15;66095;393695;71618;636
1971-05-16;62569;368156;67565;558
1971-05-17;54781;371242;77955;970
1971-05-18;86049;432657;83012;507
1971-05-19;75972;443581;78568;476
1971-05-20;65103;422977;71883;448
1971-05-21;60500;361556;65928;419
1971-05-22;55034;314485;57949;389
1971-05-23;48988;271836;50851;364
1971-05-24;42564;232081;44418;741
1971-05-25;37594;199469;39025;1472
1971-05-26;35561;180104;39745;982
1971-05-27;42956;190211;39562;479
1971-05-28;60391;212720;35525;921
1971-05-29;88787;274375;34280;673
1971-05-30;133001;363322;33812;766
1971-05-31;197939;445267;31741;391
1971-06-01;270535;505962;29784;347
1971-06-02;319155;503170;27283;378
1971-06-03;317149;446887;24867;240
1971-06-04;282050;382062;23573;352
1971-06-05;243975;328398;21095;943
1971-06-06;220628;287906;18806;248
1971-06-07;201643;258166;17437;185
1971-06-08;165512;222902;17515;147
1971-06-09;133476;191353;14689;298
1971-06-10;116244;173491;13502;112
1971-06-11;120127;166141;12498;468
1971-06-12;137386;165341;11574;605
1971-06-13;165457;188907;11082;105
1971-06-14;178246;219290;10968;64
1971-06-15;207084;225907;12255;1709
1971-06-16;206798;239205;20071;504
1971-06-17;213263;287942;13494;542
1971-06-18;216585;282984;14050;725
1971-06-19;216479;264809;14573;370
1971-06-20;213973;235562;12971;309
1971-06-21;223900;223305;12971;584
1971-06-22;229696;210052;15343;1174
1971-06-23;227579;193717;12298;422
1971-06-24;215413;171113;12172;247
1971-06-25;193855;153184;11139;341
1971-06-26;172813;140544;12291;592
1971-06-27;165639;140985;20586;1629
1971-06-28;166582;155599;12954;641
1971-06-29;167452;154195;11442;484
1971-06-30;165558;140933;10987;353
1971-07-01;158492;127601;10198;264
1971-07-02;153714;113226;9655;174
1971-07-03;142093;100249;8909;107
1971-07-04;134410;94471;8337;61
1971-07-05;168118;116210;7701;28
1971-07-06;157212;110592;7546;5
1971-07-07;143561;117283;6558;-14
1971-07-08;119657;103975;6103;-35
1971-07-09;116171;95625;5737;-54
1971-07-10;103909;90224;5307;-72
1971-07-11;95219;104116;4962;-87
1971-07-12;83149;95990;4516;-101
1971-07-13;71647;87085;4807;-87
1971-07-14;65237;76914;8382;589
1971-07-15;73355;82059;13739;809
1971-07-16;67086;71887;20869;621
1971-07-17;62640;65367;8479;275
1971-07-18;59458;61692;7553;301
1971-07-19;52945;58145;10075;23
1971-07-20;51365;59072;7977;-38
1971-07-21;48467;61956;8648;299
1971-07-22;51633;70185;8751;15
1971-07-23;55993;71295;7725;189
1971-07-24;74927;96667;11594;101
1971-07-25;94720;90705;24004;1586
1971-07-26;89880;95244;21254;792
1971-07-27;77594;85108;14755;909
1971-07-28;63138;84560;15074;433
1971-07-29;52361;74928;15541;481
1971-07-30;46823;71492;22854;453
1971-07-31;45404;81660;20624;341
1971-08-01;44369;73550;17340;219
1971-08-02;47441;76093;15838;84
1971-08-03;46833;73573;14811;30
1971-08-04;47242;81584;21480;26
1971-08-05;59284;73682;16456;86
1971-08-06;55257;74804;16952;177
1971-08-07;71166;72404;36642;964
1971-08-08;60682;63614;18337;173
1971-08-09;51506;74240;18556;370
1971-08-10;52030;70434;15587;173
1971-08-11;47584;63981;17464;1084
1971-08-12;42389;82032;15299;387
1971-08-13;68944;74671;18725;652
1971-08-14;68573;72066;33848;926
1971-08-15;65800;68653;20633;1490
1971-08-16;60122;63922;18556;597
1971-08-17;56106;61842;16673;469
1971-08-18;54758;54671;14929;376
1971-08-19;68521;52190;13198;277
1971-08-20;64964;49594;11775;182
1971-08-21;57191;45164;10627;113
1971-08-22;47110;41236;9690;70
1971-08-23;39590;38553;8811;42
1971-08-24;36626;38680;8031;23
1971-08-25;55502;38356;7439;8
1971-08-26;50531;34987;6806;1
1971-08-27;45542;35170;7579;200
1971-08-28;66822;41897;13479;295
1971-08-29;55185;34407;13055;871
1971-08-30;45745;33205;10979;543
1971-08-31;38885;33614;10487;388
1971-09-01;34570;37799;15773;2151
1971-09-02;31515;35818;10452;858
1971-09-03;30677;43278;10560;649
1971-09-04;28574;43410;9636;1186
1971-09-05;26630;41077;9308;598
1971-09-06;26535;42424;8307;450
1971-09-07;24585;38836;7590;351
1971-09-08;22721;33856;7030;288
1971-09-09;21405;31490;6907;332
1971-09-10;20543;29668;7954;263
1971-09-11;26635;29256;7229;201
1971-09-12;23675;29245;6377;377
1971-09-13;20209;28355;6100;167
1971-09-14;19899;26531;5357;175
1971-09-15;19425;25899;5030;158
1971-09-16;24165;36083;4873;193
1971-09-17;23868;34581;14700;1443
1971-09-18;24612;36233;6386;765
1971-09-19;26572;41394;5927;398
1971-09-20;25722;39026;5653;363
1971-09-21;25324;54552;5102;328
1971-09-22;27723;63487;4759;280
1971-09-23;26757;101099;4990;299
1971-09-24;36137;174830;17960;1258
1971-09-25;22939;174163;10152;568
1971-09-26;20345;150941;10192;424
1971-09-27;21889;123515;9632;368
1971-09-28;20404;99977;9247;329
1971-09-29;17355;84696;11811;469
1971-09-30;19400;81683;10841;597
1971-10-01;23473;83972;9558;362
1971-10-02;21175;81616;10620;347
1971-10-03;19228;91431;11377;334
1971-10-04;17868;77952;9456;325
1971-10-05;25569;94968;9036;312
1971-10-06;35480;186946;8790;296
1971-10-07;36170;206758;8219;323
1971-10-08;34220;185089;8360;326
1971-10-09;33838;145728;8488;471
1971-10-10;33236;139117;10491;1199
1971-10-11;30752;131509;7593;856
1971-10-12;21558;127950;9749;616
1971-10-13;18411;105870;7265;470
1971-10-14;16515;87910;6958;434
1971-10-15;14939;76193;6730;378
1971-10-16;15871;68606;6887;348
1971-10-17;14291;66495;7785;478
1971-10-18;18624;74264;10328;1256
1971-10-19;23190;117309;13369;3918
1971-10-20;48345;143372;10222;2589
1971-10-21;22000;138860;14348;3729
1971-10-22;20365;145515;15830;3795
1971-10-23;17490;112761;14655;3118
1971-10-24;24587;116509;13550;2829
1971-10-25;17939;104808;12995;2381
1971-10-26;19543;106929;12409;1990
1971-10-27;25012;115977;11758;1654
1971-10-28;39394;121494;10989;1405
1971-10-29;55887;116826;10426;1209
1971-10-30;74116;109526;9657;1057
1971-10-31;76144;106098;9955;969
1971-11-01;70636;121025;9099;932
1971-11-02;84874;205309;8797;980
1971-11-03;79152;229111;8496;954
1971-11-04;68615;203787;13518;1648
1971-11-05;55125;163619;19192;1778
1971-11-06;45152;134299;23620;2997
1971-11-07;39228;122504;16439;3868
1971-11-08;38257;106328;11475;4375
1971-11-09;29047;91257;10517;3890
1971-11-10;47790;114420;10617;3526
1971-11-11;39999;100052;10073;3529
1971-11-12;23801;85118;9054;2901
1971-11-13;26455;83333;11475;3131
1971-11-14;27117;88402;8338;2620
1971-11-15;23961;77608;8321;3632
1971-11-16;25632;65982;8039;3838
1971-11-17;17282;61653;7614;3552
1971-11-18;16117;60026;7342;3319
1971-11-19;15640;55288;7301;3002
1971-11-20;14554;52001;13175;2672
1971-11-21;15719;50519;10331;2399
1971-11-22;13813;47612;6953;2444
1971-11-23;14837;46889;6826;2016
1971-11-24;22545;58776;7904;2030
1971-11-25;14301;49122;6103;1831
1971-11-26;23176;64877;6022;1823
1971-11-27;16047;47050;7063;1874
1971-11-28;19654;48871;9309;1794
1971-11-29;14844;69907;15150;1934
1971-11-30;32293;69431;12584;1892
1971-12-01;13951;58112;11485;1732
1971-12-02;13323;54380;11119;1647
1971-12-03;15022;55555;11167;1657
1971-12-04;14955;57118;10844;2285
1971-12-05;11669;58868;10345;1831
1971-12-06;14459;67815;10176;1788
1971-12-07;13795;72153;11121;2172
1971-12-08;11654;62517;10049;1759
1971-12-09;15034;72144;13845;2510
1971-12-10;19240;62606;9669;1866
1971-12-11;12059;59808;9138;1804
1971-12-12;10385;49141;8876;1718
1971-12-13;19080;54721;10045;1819
1971-12-14;12524;44787;8847;1695
1971-12-15;11798;46814;9428;1746
1971-12-16;10976;47053;8672;1606
1971-12-17;10366;46079;8896;1610
1971-12-18;13539;50863;9640;1540
1971-12-19;9269;42317;15754;2518
1971-12-20;11100;49254;11192;1904
1971-12-21;33853;59507;12334;1867
1971-12-22;12109;47169;11974;2024
1971-12-23;12875;47514;12903;2284
1971-12-24;24269;54934;11400;3046
1971-12-25;28069;56447;11084;2411
1971-12-26;11331;44288;11160;2297
1971-12-27;11248;42034;17678;2895
1971-12-28;8868;38931;11373;2822
1971-12-29;8854;37000;11300;2377
1971-12-30;12321;36760;10775;2227
1971-12-31;10998;35697;10411;2078
1972-01-01;12801;35067;10056;1919
1972-01-02;12981;34778;9747;1831
1972-01-03;15307;33531;9519;1748
1972-01-04;15092;32314;9317;1725
1972-01-05;14158;31290;8998;1873
1972-01-06;13067;30050;8355;1646
1972-01-07;12033;28957;8160;1608
1972-01-08;10841;28259;8316;1574
1972-01-09;10155;27209;7713;1504
1972-01-10;9504;26251;7542;1461
1972-01-11;9309;26253;7272;1420
1972-01-12;8671;25153;7062;1381
1972-01-13;8328;24358;6839;1340
1972-01-14;9486;24362;6696;1298
1972-01-15;7672;22969;6655;1253
1972-01-16;7889;22358;6578;1209
1972-01-17;7810;22137;6359;1177
1972-01-18;8772;23277;7533;1258
1972-01-19;12004;28785;11165;1330
1972-01-20;9947;21256;7208;1369
1972-01-21;8086;22086;10316;1071
1972-01-22;8025;20752;5863;1088
1972-01-23;6570;19643;6025;1038
1972-01-24;8879;19080;5776;1014
1972-01-25;7144;18990;5941;981
1972-01-26;9543;19778;5891;946
1972-01-27;8696;19479;5714;931
1972-01-28;8691;18375;5565;889
1972-01-29;6647;17470;6524;1018
1972-01-30;5806;17174;6766;929
1972-01-31;8245;20712;10897;1227
1972-02-01;6604;20530;10857;1163
1972-02-02;7921;19770;6231;926
1972-02-03;5891;17773;6584;712
1972-02-04;5674;16542;4985;685
1972-02-05;5256;15662;5080;659
1972-02-06;5319;15288;5155;677
1972-02-07;6431;15456;6206;1573
1972-02-08;8911;15934;4800;945
1972-02-09;4814;14892;5306;977
1972-02-10;10718;20894;8516;1376
1972-02-11;6744;14761;4812;1114
1972-02-12;7297;17584;8884;1287
1972-02-13;13654;18534;5870;1313
1972-02-14;5938;14798;4731;1214
1972-02-15;8060;15227;4974;1180
1972-02-16;5696;14938;5017;1139
1972-02-17;5096;13081;4945;1141
1972-02-18;12357;13291;4800;1071
1972-02-19;4854;16121;4818;1030
1972-02-20;4699;17805;5289;989
1972-02-21;5770;14976;5079;968
1972-02-22;6801;14234;4398;944
1972-02-23;6604;12754;4244;931
1972-02-24;4680;12549;4302;922
1972-02-25;4456;11853;4231;915
1972-02-26;4128;12428;4242;906
1972-02-27;4853;11888;4255;879
1972-02-28;4426;11338;4264;852
1972-02-29;3878;11219;4029;886
1972-03-01;3836;11020;3667;810
1972-03-02;3945;10983;3848;790
1972-03-03;3790;12146;4951;882
1972-03-04;5223;14085;3609;752
1972-03-05;4507;12273;3769;817
1972-03-06;4082;11637;8055;1116
1972-03-07;5441;10859;5499;857
1972-03-08;7890;10276;7285;1384
1972-03-09;3780;9891;3620;950
1972-03-10;4008;10335;3433;897
1972-03-11;13220;21617;3359;880
1972-03-12;20110;47261;3445;853
1972-03-13;15188;39886;4300;835
1972-03-14;4778;38415;3961;843
1972-03-15;7848;38141;3876;829
1972-03-16;5559;34995;3895;838
1972-03-17;3965;34575;4588;916
1972-03-18;6441;37752;5463;1066
1972-03-19;5306;40179;6162;1272
1972-03-20;5024;41223;6960;1447
1972-03-21;7673;54600;7825;1523
1972-03-22;8085;60041;9890;1547
1972-03-23;8481;56259;10217;1593
1972-03-24;7658;46216;10292;1663
1972-03-25;5594;39474;9768;1709
1972-03-26;8350;47718;15104;2087
1972-03-27;16207;46013;13155;2294
1972-03-28;11881;38802;14452;2591
1972-03-29;9293;35804;11733;2666
1972-03-30;5663;30947;10964;2431
1972-03-31;6944;29050;10352;2455
1972-04-01;5312;27165;9688;2379
1972-04-02;6054;29883;18317;3568
1972-04-03;7211;39912;11463;2529
1972-04-04;4972;25238;10270;2864
1972-04-05;6310;29539;18603;3524
1972-04-06;13880;25650;12202;3121
1972-04-07;8167;30514;15618;3774
1972-04-08;10860;31362;15396;4048
1972-04-09;8889;30739;15423;4023
1972-04-10;9316;32888;16996;3965
1972-04-11;7117;40020;18629;4516
1972-04-12;9037;41752;19071;4169
1972-04-13;9956;48281;19610;3709
1972-04-14;9187;57107;20152;3470
1972-04-15;10896;70580;21132;3448
1972-04-16;12276;81628;23282;3233
1972-04-17;13696;90154;26650;2869
1972-04-18;15715;95366;26204;2939
1972-04-19;14095;94622;25959;2469
1972-04-20;13936;95494;26832;2264
1972-04-21;16546;93568;28468;2055
1972-04-22;14950;94804;28691;1851
1972-04-23;14145;87559;27877;1668
1972-04-24;16461;92385;26136;1518
1972-04-25;14954;81205;26050;1403
1972-04-26;13846;82546;27937;1290
1972-04-27;10394;76783;26482;1208
1972-04-28;13905;72098;25349;1272
1972-04-29;12278;70632;26464;1721
1972-04-30;22646;83946;30873;1169
1972-05-01;9418;75115;32314;1143
1972-05-02;9535;104502;42855;1095
1972-05-03;9331;157798;55355;1044
1972-05-04;16796;218961;67230;996
1972-05-05;14905;250974;70525;943
1972-05-06;17571;260312;68684;897
1972-05-07;20647;277462;66370;852
1972-05-08;21966;292252;62253;808
1972-05-09;21291;290258;60826;765
1972-05-10;20928;277832;56841;724
1972-05-11;22598;272306;55121;687
1972-05-12;24019;265284;53080;650
1972-05-13;24308;251110;49748;614
1972-05-14;24402;235178;45983;579
1972-05-15;25690;222119;42186;547
1972-05-16;29172;213343;39181;515
1972-05-17;35814;219659;38718;869
1972-05-18;48420;250780;44521;583
1972-05-19;66176;288245;45510;1540
1972-05-20;87192;314692;47517;1065
1972-05-21;108685;355774;51374;1626
1972-05-22;136813;392117;47811;930
1972-05-23;141879;387630;43884;817
1972-05-24;139848;376726;43686;901
1972-05-25;154960;394934;49889;1595
1972-05-26;178135;397061;50236;2199
1972-05-27;179897;375659;46309;1946
1972-05-28;193278;344181;42934;1466
1972-05-29;170257;310127;41144;1624
1972-05-30;135917;291677;43332;1701
1972-05-31;112095;262354;43671;2245
1972-06-01;102238;247219;39654;1994
1972-06-02;106851;241514;36993;1512
1972-06-03;121372;244154;36521;1372
1972-06-04;147632;262558;32139;1195
1972-06-05;171658;273681;28943;1023
1972-06-06;190037;288991;27665;874
1972-06-07;224493;346422;28879;802
1972-06-08;264923;340374;26082;822
1972-06-09;261763;315292;23722;560
1972-06-10;217475;270038;22198;526
1972-06-11;180904;239314;21483;448
1972-06-12;183778;295123;32142;910
1972-06-13;325073;403127;42308;666
1972-06-14;352975;405548;38292;405
1972-06-15;311686;360248;36314;337
1972-06-16;246934;299785;32156;285
1972-06-17;205993;256814;28498;259
1972-06-18;196443;230276;28756;309
1972-06-19;210371;259195;30455;753
1972-06-20;223597;237845;26397;222
1972-06-21;213692;232535;27464;432
1972-06-22;270206;250456;28601;1271
1972-06-23;271797;233087;26261;741
1972-06-24;238206;205800;23041;427
1972-06-25;201330;178967;20899;254
1972-06-26;179854;159501;19185;184
1972-06-27;169107;144255;17926;128
1972-06-28;165817;137735;23144;562
1972-06-29;159234;127555;20443;724
1972-06-30;147207;116495;22009;1142
1972-07-01;134015;108374;24657;1761
1972-07-02;121929;114132;29417;730
1972-07-03;111204;140227;23735;502
1972-07-04;99925;210282;21887;413
1972-07-05;94557;203962;19757;276
1972-07-06;115756;187714;17919;180
1972-07-07;149942;210250;24038;175
1972-07-08;145486;212836;17634;140
1972-07-09;130603;196772;17480;1019
1972-07-10;152293;235185;29475;1080
1972-07-11;149398;269285;19890;366
1972-07-12;130326;256135;18526;249
1972-07-13;116927;217160;18584;876
1972-07-14;87703;176148;15904;487
1972-07-15;69168;145839;14993;297
1972-07-16;58954;124609;13729;271
1972-07-17;53067;109068;12609;216
1972-07-18;49027;95358;12637;164
1972-07-19;55163;99776;12268;408
1972-07-20;56096;102916;11735;90
1972-07-21;51497;91326;9598;44
1972-07-22;45532;80158;8962;3
1972-07-23;40485;69898;8627;-28
1972-07-24;35895;68315;8324;61
1972-07-25;34107;67865;14954;140
1972-07-26;30924;59602;21943;783
1972-07-27;27700;53911;10334;779
1972-07-28;25075;49219;11949;2119
1972-07-29;24054;47849;9598;792
1972-07-30;23067;43999;10583;823
1972-07-31;22279;41642;15148;582
1972-08-01;26443;39956;9862;775
1972-08-02;32328;39363;9064;462
1972-08-03;90951;113921;11418;569
1972-08-04;106474;92973;9260;401
1972-08-05;91849;92250;11422;1027
1972-08-06;71070;79274;8597;310
1972-08-07;55420;72065;8049;218
1972-08-08;47904;67213;14905;362
1972-08-09;60225;68054;15410;431
1972-08-10;65949;71965;10487;166
1972-08-11;56163;67797;9031;1305
1972-08-12;50814;61117;8866;299
1972-08-13;43548;53635;8135;327
1972-08-14;37842;54368;9786;1285
1972-08-15;35398;48696;9565;1545
1972-08-16;31531;53470;9043;687
1972-08-17;61724;65084;12090;1645
1972-08-18;50300;54867;16268;1005
1972-08-19;44721;49721;10731;750
1972-08-20;37371;49484;9494;624
1972-08-21;32683;44488;8892;568
1972-08-22;28027;40927;8458;410
1972-08-23;32738;52630;10278;566
1972-08-24;43060;48584;8539;685
1972-08-25;35303;43671;7437;284
1972-08-26;31427;39759;6856;230
1972-08-27;26974;36812;6497;187
1972-08-28;24573;34648;6051;153
1972-08-29;21783;32360;5940;128
1972-08-30;19379;30470;5388;114
1972-08-31;18136;39713;5310;94
1972-09-01;24188;46223;5241;146
1972-09-02;34269;69759;4823;132
